Fighter_Id,Rating,RD,Vol,Last_Fight
be9d259be012e8a4,1508.5224610751839,241.43629034030826,0.059999535154731394,1994-03-11
a683f9ddb70aa4bd,1337.6891060937023,290.31896371798047,0.05999967537233814,1994-03-11
429e7d3725852ce9,1565.1523075615873,295.0725212040845,0.05999271510575229,2006-05-27
46c8ec317aff28ac,1755.4079297231058,234.56560296178327,0.059999313683868516,1995-07-14
749685d24e2cac50,1568.9125526108555,229.9120172426321,0.05999929679466618,1995-09-08
319fa1bd3176bded,1560.4854735164631,230.42194432734235,0.060001311671267085,1994-03-11
6ceff86fae4f6b3b,1357.2760671236977,290.457543326066,0.0599990645517778,1999-11-19
a6c2f5381d575920,1458.9285084610058,253.6068238967925,0.060000920793079,1994-03-11
8d5daf67983b65ba,1235.8771667921728,291.865143997319,0.06000087640005785,1994-03-11
ea0ad155451ed1f5,1331.0618067607902,275.86129857689787,0.05999951303410489,1994-03-11
4565d435005319c0,1422.1707112118474,295.0983011463929,0.059999201412758184,1994-03-11
49590e0508b2c19f,1309.5390738553986,276.6002224366444,0.059999733722180155,1994-03-11
c3c23c99477c041b,1662.3108939062977,290.31896371798047,0.05999967537233814,1994-03-11
505934897b8b4824,1337.6891060937023,290.31896371798047,0.05999967537233814,1994-03-11
6e02c318762f52f1,1342.3067917816218,275.5658491979888,0.05999940908289999,1994-03-11
96087e90d900f0ef,1243.5647297689752,289.91420466365054,0.06000073717886193,1994-03-11
7d5b12de1625984e,1297.3425220091121,283.2167770869304,0.05999996404166386,1994-03-11
ad047e3073a775f3,1576.4748954983827,231.40029691331875,0.059999381749322796,1995-12-16
a2b06ca02bca14c0,1326.0398470706623,239.74168919449053,0.060001220647140446,1995-09-08
63b65af1c5cb02cb,1566.9949370424347,227.79290160602085,0.059990060136453485,2006-10-10
6cbb7661c3258617,1337.6891060937023,290.31896371798047,0.05999967537233814,1994-09-09
bf12aca029bfcc47,1594.1504615115318,213.205312534335,0.059997121344504335,1995-12-16
2299605af59fd309,1337.6891060937023,290.31896371798047,0.05999967537233814,1994-09-09
2e04a3b4a2011b97,1268.1151010042213,286.9272097693199,0.060000365571797276,1994-09-09
7269329bd87eb479,1348.0667494574725,308.7857106876705,0.05999864594562327,1997-05-30
08ae5cd9aef7ddd3,1485.9332970821322,257.68247134351464,0.059999154646808314,2004-06-19
946f341df6472ee0,1635.1734084255704,278.04235475457546,0.05999741520193775,1999-03-05
adea9f0090aa8e14,1337.6891060937023,290.31896371798047,0.05999967537233814,1994-12-16
23ab42947c1990e3,1440.1476861181172,303.505694881259,0.05999927072182781,1994-12-16
83b743fedde154fb,1383.3580792733678,286.9272066723458,0.05999927707806306,1994-12-16
81ca2c245b19b3c5,1383.3580792733678,286.9272066723458,0.05999927707806306,1994-12-16
c670aa48827d6be6,1637.6072815957555,267.8567285388259,0.05999279872091366,2000-09-22
dedc3bb440d09554,1286.4532294107557,258.7399319479185,0.05999882883094852,1995-07-14
e8fb8e53bc2e29d6,1383.3580792733678,286.9272066723458,0.05999927707806306,1994-12-16
9fd1f08dd4aec14a,1627.2318215146615,265.4917766353514,0.05999785032605592,1997-10-17
1dc56b59cb28425d,1840.329561837508,141.94554013812814,0.059996314869411295,1995-12-16
19ffeb5e3fffd6d5,1366.5814353276405,294.7542361928395,0.0599982867781065,1997-12-21
b60391da771deefe,1459.2701469187132,252.54583514915632,0.060000864504513446,1995-04-07
